id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,availability_365
"673946",Hollywood Cozy Nook,"3022694",Chona,Hollywood,34.09368,-118.3388,Entire home/apt,"69","1","299"
"729420",Colorful Hollywood One Bedroom,"3677865",Fenny,Hollywood,34.09396,-118.33659,Entire home/apt,"149","3","237"
"732753",2 Story Loft in heart of Hollywood,"3815766",Ryan,Hollywood,34.10087,-118.32676,Private room,"100","30","226"
"738427",Heart of Hollywood Pink House Guest House!,"3858964",Charlotte,Hollywood,34.09509,-118.32509,Entire home/apt,"115","4","65"
"742974",Large bedroom with private deck,"34583",Elaine,Hollywood,34.09921,-118.35276,Private room,"140","1","256"
"766876",Luxury Hollywood Bungalow (RED) w/parking,"1659117",Alain,Hollywood,34.09008,-118.33928,Entire home/apt,"235","2","334"
"770046",Charming Hidden Spanish Bungalow in the Heart of Hollywood,"2972149",Will,Hollywood,34.09311,-118.32889,Entire home/apt,"169","2","133"
"781722","Private, Designer Guesthouse with Rose Garden","4123299",Todd,Hollywood,34.09577,-118.35956,Entire home/apt,"99","30","94"
"783158",Hollywood Home near Griffith Park & Universal!!,"2764207",Sydney,Hollywood,34.1044,-118.31421,Entire home/apt,"250","4","315"
"816743","Heart of Hollywood,special & quiet","192939",Lisa,Hollywood,34.09334,-118.3321,Private room,"99","12","90"
"916821",MODERN LUXURY PENTHOUSE DECK & VIEW,"4119851",Sean,Hollywood,34.10049,-118.34347,Private room,"55","1","0"
"921737",Hollywood FABULOUS+WEHO+2BDRM+4beds,"1511369",D. Marilyn,Hollywood,34.09256,-118.33974,Entire home/apt,"145","30","67"
"921738","Colorful & Light-Filled Stylish Retreat, Modern&Chill, Comfy Beds, 91 Walk Score","1511369",D. Marilyn,Hollywood,34.09472,-118.35559,Entire home/apt,"100","31","56"
"926181",Stroll Melrose Ave from a 1920s Spanish-Style Home,"4105832",Adriana,Hollywood,34.08361,-118.34049,Entire home/apt,"399","2","314"
"947846",Sanctuary in Heart of Hollywood,"4418650",Clara,Hollywood,34.0985,-118.34026,Private room,"130","3","365"
"969305",A LOFT IS WHERE I'D RATHER STAY ,"1814176",Peter,Hollywood,34.09911,-118.31141,Private room,"49","1","352"
"990469",Hollywood Bungalow at Sunset & Vine,"5439540",Kathleen,Hollywood,34.09311,-118.32984,Entire home/apt,"95","7","255"
"1014499",Chic Hollywood Loft,"572782",Matt,Hollywood,34.10416,-118.3217,Entire home/apt,"119","2","357"
"1025939",Modern Luxury Bungalow Hollywood (Blue) w/parking,"1659117",Alain,Hollywood,34.09713,-118.33836,Entire home/apt,"259","2","326"
"1130059",West Hollywood Private Bed&Bath,"6199788",Bl,Hollywood,34.09606,-118.35491,Private room,"55","5","1"
"1138715",2 bed/2ba Luxury Apt Hollywood Blvd,"5935363",Sd,Hollywood,34.10113,-118.33652,Entire home/apt,"249","2","364"
"1154616",STUDIO TYPE PRIVATE BD/BA w/SEP ENTRANCE,"6277791",Ally,Hollywood,34.09514,-118.34925,Private room,"55","31","299"
"1168086","Hollywood -Prvt Entry, Bath & Patio","6397101",Greg,Hollywood,34.08796,-118.33542,Private room,"87","1","122"
"1210239",PRIVATE ROOM IN HOLLYWOOD ,"6609493",Gabriel,Hollywood,34.08693,-118.34091,Private room,"65","1","277"
"1219615",CHIC HOLLYWD+2Bdrm+WeHo+A/C+3BED++,"1511369",D. Marilyn,Hollywood,34.09227,-118.3407,Entire home/apt,"153","30","72"
"1240859",MY HOLLYWOOD SPACE RENTALS 3,"2622454",Mary,Hollywood,34.10048,-118.32852,Private room,"60","1","338"
"1240876",MY HOLLYWOOD SPACE RENTALS 5,"2622454",Mary,Hollywood,34.10058,-118.32964,Private room,"60","1","336"
"1240889",MY HOLLYWOOD SPACE RENTALS 4,"2622454",Mary,Hollywood,34.10083,-118.32982,Private room,"60","1","300"
"1240919",MY HOLLYWOOD SPACE RENTALS 2,"2622454",Mary,Hollywood,34.10126,-118.32829,Private room,"65","1","279"
"1240928",MY HOLLYWOOD SPACE RENTALS 1,"2622454",Mary,Hollywood,34.10197,-118.32905,Private room,"65","1","292"
"1261013",Sallie's Best Guesthouse—LA,"6868614",Sallie,Hollywood,34.08744,-118.33587,Entire home/apt,"95","30","137"
"1265252",Private 1920's style 1BR,"6888509",Jesse,Hollywood,34.10437,-118.32711,Entire home/apt,"100","7","163"
"1273356",Hollywood Hideaway,"2063071",Jennifer,Hollywood,34.09344,-118.32062,Entire home/apt,"150","1","263"
"1292276",Weho 1 Bedroom Sublet (May or June 2018 only),"7026513",Laura,Hollywood,34.09616,-118.35157,Private room,"97","7","179"
"1295083",Studio • Simple Living • Heart of Hollywood,"6755437",Paula,Hollywood,34.09666,-118.33454,Entire home/apt,"99","2","0"
"1305637",Bedroom in the Heart of Hollywood,"7097749",Tatiane,Hollywood,34.08945,-118.32461,Private room,"25","1","324"
"1309326",Stay in The Heart of Hollywood,"7089643",Roseman,Hollywood,34.09764,-118.33827,Entire home/apt,"80","3","320"
"1312478",Charming Studio in Hollywood,"2569016",Gidon,Hollywood,34.09987,-118.33715,Entire home/apt,"89","3","361"
"1327886","Hollywood Cottage, Hammock, Patios","7206559",Tracy,Hollywood,34.09681,-118.33937,Entire home/apt,"169","28","348"
"1327894",Character Hollywood 2 bed w/ Deck.,"7206559",Tracy,Hollywood,34.09563,-118.34033,Entire home/apt,"169","28","365"
"1349142","Studio in Hollywood,with parking","2569016",Gidon,Hollywood,34.09902,-118.33711,Entire home/apt,"89","3","360"
"1356861",Hollywood Holiday (Private Suite),"594520",Stephen,Hollywood,34.10469,-118.3344,Entire home/apt,"120","2","207"
"1433489",PRIVATE MID CENTURY MODERN APARTMENT W/ PARKING,"7403705",Alex,Hollywood,34.09532,-118.3595,Entire home/apt,"85","1","327"
"1446051",COZY GUEST HOUSE NEAR WEHO,"7763168",Katherine,Hollywood,34.09596,-118.35988,Entire home/apt,"100","7","165"
"1514927",Hollywood & Highland--Walk of Fame & Runyon Canyon,"2261741",Crashpad,Hollywood,34.10127,-118.34198,Entire home/apt,"120","3","105"
"1520407",Private Budget Room in West Hollywood,"2324191",Elisa,Hollywood,34.09494,-118.35002,Private room,"75","1","358"
"1531825",Private Suite in Hollywood House,"8170759",Guy,Hollywood,34.09716,-118.36073,Private room,"80","3","287"
"1552093","""Be Our Guest"" Sunset Strip Guest House","6140447",Jennifer,Hollywood,34.09755,-118.3572,Entire home/apt,"189","2","335"
"1570497",Fashionable Melrose Avenue #1,"7984293",Rita,Hollywood,34.08439,-118.34154,Private room,"79","3","320"
"1593645",Welcome to your Hollywood Bungalow!,"1487170",Michael,Hollywood,34.09483,-118.35088,Entire home/apt,"139","3","0"
"1597304",HOLLYWOOD APT - SO CENTRAL,"26860",Elvina,Hollywood,34.10257,-118.33325,Entire home/apt,"100","1","0"
"1628111",Beautiful Studio in Hollywood,"7089643",Roseman,Hollywood,34.09972,-118.33787,Entire home/apt,"83","2","222"
"1688377",Hollywood 1 bedroom,"8922349",Kenneth,Hollywood,34.09373,-118.33565,Entire home/apt,"500","1","89"
"1700813",Cozy duplex in West Hollywood,"8980685",Alfredo,Hollywood,34.09599,-118.35621,Entire home/apt,"360","1","365"
"1722111",LOFT w/ BALCONY IN HEART OF HOLLYWOOD!!!!,"9078277",Kate,Hollywood,34.10068,-118.34191,Entire home/apt,"159","3","169"
"1737255",Hollywood Oasis Home-Rm w/Prvt Bth -Great Reviews,"6397101",Greg,Hollywood,34.08795,-118.33551,Private room,"87","1","22"
"1769817",Cozy Designer Studio,"9297373",Nicki,Hollywood,34.1051,-118.31209,Entire home/apt,"85","1","196"
"1819094",Orange Drive Hostel - Female Dorm,"9250479",Gretchen,Hollywood,34.10374,-118.34059,Shared room,"50","1","344"
"1819106",Private Room with a Double Bed,"9250479",Gretchen,Hollywood,34.10236,-118.34151,Private room,"106","1","344"
"1819115",Private Room with Two Twin Beds,"9250479",Gretchen,Hollywood,34.10235,-118.34204,Private room,"106","1","344"
"1819124",Private Double Room with En Suite,"9250479",Gretchen,Hollywood,34.10275,-118.34171,Private room,"118","1","344"
"1844438",Chic country French/regency apt,"5425676",Jen,Hollywood,34.09553,-118.32546,Entire home/apt,"110","3","332"
"1893673",Sunny Room in Great Hollywood House,"8170759",Guy,Hollywood,34.09963,-118.36171,Private room,"60","3","297"
"1894105",Hollywood Courtyard Garden Bungalow,"9843837",Michael,Hollywood,34.09471,-118.33954,Entire home/apt,"115","3","325"
"1975188",Absolute Center of Hollywood: Walk Everywhere,"2819619",Kirby,Hollywood,34.09754,-118.3342,Entire home/apt,"295","3","294"
"2037798",Hollywood Bungalow with Tranquil Private Yard,"9337407",Holly,Hollywood,34.08713,-118.33668,Entire home/apt,"78","14","0"
"2075606",Gorgeous Retreat in Hollywood (5910),"7900637",Christopher,Hollywood,34.09169,-118.3184,Entire home/apt,"130","30","318"
"2092905",1 BR Apt. in HEART of Hollywood,"8858293",Cynthia,Hollywood,34.08449,-118.32342,Entire home/apt,"95","3","0"
"2101336",Quiet Hollywood Studio,"10715476",Jesse,Hollywood,34.10366,-118.31263,Entire home/apt,"90","5","365"
"2144103",Melrose Avenue Urban Oasis,"4105832",Adriana,Hollywood,34.08462,-118.34174,Private room,"149","2","326"
"2166670",COOL+NEW+ WeHo area+WiFi+Air,"1511369",D. Marilyn,Hollywood,34.09386,-118.33791,Entire home/apt,"86","30","42"
"2181871","Studio in Hollywood, with parking","7089643",Roseman,Hollywood,34.0996,-118.33722,Entire home/apt,"80","30","365"
"2181972","Stay in heart of Hollywood,Studio","2569016",Gidon,Hollywood,34.09815,-118.33866,Entire home/apt,"89","1","364"
"2182456",MY HOLLYWOOD SPACE RENTALS - #12,"2622454",Mary,Hollywood,34.101,-118.32858,Private room,"65","1","248"
"2204118","Elegant, Designer Guesthouse with Rose Garden","4123299",Todd,Hollywood,34.09583,-118.35963,Entire home/apt,"99","30","101"
"2238816",private. central. convenient.,"4030421",Alex,Hollywood,34.09537,-118.35077,Private room,"99","14","0"
"2254340",Little Bit of Heaven # 2,"7984293",Rita,Hollywood,34.08562,-118.34139,Private room,"99","2","363"
"2326099",IDYLLIC HOLLYWOOD COTTAGE OASIS,"442540",Robin,Hollywood,34.09956,-118.35534,Entire home/apt,"185","3","313"
"2381323",Lovely Hollywood-Chic 1Br. /1Ba.,"12166623",Priscilla,Hollywood,34.10297,-118.34545,Entire home/apt,"100","2","0"
"2454957",Oasis Retreat with pool #4,"7984293",Rita,Hollywood,34.08435,-118.34149,Private room,"125","2","358"
"2565292",Hollywood Private Room Queen Bed,"13133414",John,Hollywood,34.09148,-118.32575,Private room,"90","2","241"
"2594434",HollyWood Hot Spot lll,"13284034",Timothy,Hollywood,34.09614,-118.33277,Entire home/apt,"225","1","256"
"2600380",Secluded House with Private Yard & Deck in the Heart of Hollywood,"1105855",John,Hollywood,34.09514,-118.33275,Entire home/apt,"199","2","6"
"2685355",HOLLYWOOD HIDEAWAY,"13745917",Alicia,Hollywood,34.08659,-118.32736,Entire home/apt,"101","2","264"
"2685488",Modern Studio On The Walk Of Fame,"13746665",Angelica,Hollywood,34.10088,-118.33138,Entire home/apt,"99","1","339"
"2686447",HOLLYWOOD SIGN VIEW IN NEW & LUXURIOUS CONDO,"4510013",Top Choice,Hollywood,34.10043,-118.31909,Entire home/apt,"400","4","365"
"2738933",1br Light-Filled Vintage Hollywood Loft,"13993456",Kelly,Hollywood,34.08502,-118.31384,Entire home/apt,"120","7","364"
"2768581",HOLLYWOOD LOFT WITH BALCONY!,"9078277",Kate,Hollywood,34.10088,-118.34271,Entire home/apt,"159","3","316"
"2817315",Hollywood Private Room Twin Beds,"13133414",John,Hollywood,34.0919,-118.32605,Private room,"95","2","246"
"2830156",ROOM + BATH IN THE HEART OF HLLW,"14478216",Eric,Hollywood,34.0994,-118.34267,Private room,"69","2","363"
"2855267",Cozy room in the heart of Hollywood,"7097749",Tatiane,Hollywood,34.08807,-118.32569,Private room,"30","1","334"
"2865671",Top Reviewed Lg 2Bed-2Bath POOL/GYM,"12545869",K & D,Hollywood,34.09845,-118.3479,Entire home/apt,"200","2","30"
"2919858",Cute Hollywood 1 Bedroom Apartment,"2318835",Amanda,Hollywood,34.09388,-118.33801,Entire home/apt,"99","3","282"
"2989054",Cali Casual Private BD/3 BD home,"15241281",Valerie,Hollywood,34.09438,-118.348,Private room,"90","1","287"
"2994256",Private BD/3 BD Cali Casual Home,"15241281",Valerie,Hollywood,34.09602,-118.34977,Private room,"90","1","96"
"3010996",Charming Hollywood Studio,"15342122",Leonardo,Hollywood,34.1027,-118.3326,Shared room,"121","1","365"
"3030982",Amazing Hollywood apartment with 2 SLEEPING AREAS,"5425676",Jen,Hollywood,34.09248,-118.32004,Entire home/apt,"119","4","363"
"3111809",Hollywood/W.Hollywood-House ,"15813363",Christopher,Hollywood,34.08495,-118.31199,Entire home/apt,"179","1","363"
"3193063",Cozy Secluded Studio in Hollywood,"7183018",Randy\Zuke,Hollywood,34.08591,-118.31116,Entire home/apt,"84","1","53"
"3209528",PRIVATE ROOM IN HOLLYWOOD,"16261548",Elena,Hollywood,34.09134,-118.32215,Private room,"58","7","55"
"3218873",2BR WeHo house w/ BACKYARD PARADISE,"16300388",Adam,Hollywood,34.09941,-118.3504,Entire home/apt,"233","31","270"
"3228100",Large Room in Great Hollywood House,"8170759",Guy,Hollywood,34.09856,-118.36155,Private room,"70","3","340"
"3240105","Hollywood/ Franklin Village: POOL, SAUNA & PETS!","8802337",Deborah,Hollywood,34.10327,-118.31772,Private room,"50","3","186"
"3252028",Prime Hollywood Charming Studio,"2569016",Gidon,Hollywood,34.09987,-118.33528,Entire home/apt,"99","1","348"
"3284532",Glamorous loft at Hollywood & Vine,"16364592",Libby,Hollywood,34.10273,-118.32714,Entire home/apt,"175","30","288"
"3294293",Corporate Furnished Suites 1 Bedroom,"16644446",Corporate,Hollywood,34.10186,-118.32752,Entire home/apt,"299","2","71"
"3309829",Third Slice of Heaven #3,"7984293",Rita,Hollywood,34.08422,-118.34227,Private room,"85","2","359"
"3318593",WALK TO EVERYTHING IN HOLLYWOOD!,"1833143",Brian,Hollywood,34.09613,-118.32441,Private room,"79","1","0"
"3334055",Cozy Hollywood Studio,"16831875",Sebastian,Hollywood,34.09262,-118.32525,Entire home/apt,"120","2","25"
"3361279",Hollywood Studio Close 2 everything,"12658759",Alejandro,Hollywood,34.09224,-118.32501,Entire home/apt,"93","1","18"
"3415162",LOFT in HEART of HOLLYWOOD modern STUNNING ROOFTOP,"17219300",Kathryn,Hollywood,34.10085,-118.32706,Entire home/apt,"149","1","301"
"3472192",HOLLYWOOD HILLS GUEST STUDIO,"17492244",Javier Velazco &,Hollywood,34.10143,-118.3531,Entire home/apt,"130","4","351"
"3513580",Cozy 1 Bedroom in Hollywood,"17691545",Brandon,Hollywood,34.0851,-118.33047,Entire home/apt,"105","1","0"
"3554534",WALK OF FAME -  Luxury Location with Private Bath,"14978530",Koko Ben,Hollywood,34.08644,-118.33175,Private room,"69","1","44"
"3615104",Cozy Glamour Hollywood Abode,"18215613",Jesenia,Hollywood,34.09176,-118.32151,Entire home/apt,"68","3","0"
"3638792",Perfect Hollywood Location w/ FREE Gated Parking!,"18359232",Elaine,Hollywood,34.10143,-118.33694,Entire home/apt,"47","1","73"
"3678271",Cozy Studio Guest House with Courtyard Garden,"16188262",Joseph,Hollywood,34.0913,-118.32434,Entire home/apt,"100","2","166"
"3683359",LUX 2Bed 2Bath,"1654391",Anna & Keith,Hollywood,34.10061,-118.35058,Entire home/apt,"250","5","365"
"3732710",Beautiful 2 Bed-2 Bath- Pool/GYM,"12545869",K & D,Hollywood,34.10003,-118.34677,Entire home/apt,"250","4","365"
"3743103",Come Jam at My Place!,"5567813",Maxx,Hollywood,34.09621,-118.35115,Private room,"105","7","0"
"3758587",Cozy Apt with Home Studio,"19134482",Neil,Hollywood,34.10487,-118.3129,Entire home/apt,"80","1","0"
"3773682",Great studio apartment on Hollywood,"12812392",Amazing,Hollywood,34.10284,-118.34036,Entire home/apt,"139","1","365"
"3780875",Vegetarian Haven near Walk of Fame,"6203267",Mary,Hollywood,34.10089,-118.35216,Private room,"90","15","349"
"3799171",Heart of Hollywood Studio Apt -separate unit,"1306698",Vincent,Hollywood,34.09621,-118.34229,Entire home/apt,"100","4","132"
"3803590",Amazing Hollywood loft,"19544751",Ori,Hollywood,34.09272,-118.33217,Entire home/apt,"135","1","299"
"3877857",Lrge 1 bdrm w/ view! Must watch cat,"19983519",Ari,Hollywood,34.09844,-118.35169,Entire home/apt,"65","3","0"
"3884636",Beautiful Hollywood Room ,"20088494",Winston,Hollywood,34.08902,-118.3246,Private room,"100","1","365"
"3946518",Private Guest Suite in Hollywood,"1771595",Ardele,Hollywood,34.10445,-118.3134,Entire home/apt,"109","3","9"
"3950106",Cozy Private Studio in Hollywood,"1771595",Ardele,Hollywood,34.10364,-118.31435,Entire home/apt,"82","3","232"
"3953732",2 bedroom apt on Hollywood Blvd,"16644446",Corporate,Hollywood,34.09826,-118.34669,Entire home/apt,"299","2","235"
"3983560",HOLLYWOOD HILLS 1 BEDROOM APARTMENT,"17492244",Javier Velazco &,Hollywood,34.10109,-118.35263,Entire home/apt,"150","4","245"
"3984487",HOLLYWOOD HILLS SINGLE APARTMENT,"17492244",Javier Velazco &,Hollywood,34.10107,-118.35455,Entire home/apt,"130","4","192"
"3992862",Historic Hollywood Townhome,"14727082",Philip,Hollywood,34.09867,-118.31964,Entire home/apt,"169","2","336"
"3993876",Old Fashioned Hollywood Townhome,"14727082",Philip,Hollywood,34.09949,-118.31876,Entire home/apt,"169","2","337"
"3993975",Glamorous Hollywood Townhome,"14727082",Philip,Hollywood,34.09811,-118.31788,Entire home/apt,"179","2","355"
"4016851",Cozy Hollywood Bedroom,"20828139",Steve,Hollywood,34.09992,-118.3209,Private room,"59","1","105"
"4052446",Sunny Hollywood Apartment,"7434089",Holly,Hollywood,34.08705,-118.32481,Entire home/apt,"50","6","0"
"4061129",Beautiful Luxury Building Hollywood,"16201266",James,Hollywood,34.10316,-118.33653,Entire home/apt,"119","5","0"
"4073934",Hollywood chic with designer touches.,"15735406",Patrick,Hollywood,34.10135,-118.31983,Entire home/apt,"113","1","242"
"4076998",EXCELLENT COTTAGE/CENTRAL HOLLYWOOD,"18377661",David,Hollywood,34.08418,-118.32333,Entire home/apt,"107","2","15"
"4082561",HOLLYWOOD CENTRAL - 3bd/2bath HOUSE,"50229",Anna,Hollywood,34.0929,-118.32145,Entire home/apt,"195","2","226"
"4128342","Great Location! Lovely, Quiet Apartment w/ Balcony","2524429",DaniElle,Hollywood,34.0976,-118.35545,Entire home/apt,"159","2","87"
"4224505",Classic Craftsman Home LOCATION LOCATION,"21921895",Lalu,Hollywood,34.09595,-118.33122,Entire home/apt,"149","2","328"
"4225075",HollyWooD Walk of Fame PRIVATE BEDROOM & BATHROOM,"21618243",Marie,Hollywood,34.0936,-118.34068,Private room,"75","1","359"
"4233266",Quiet Room w/Amenities,"21964350",Josh,Hollywood,34.09735,-118.36091,Private room,"85","1","0"
"4234530",Private Hollywood Bedroom & Bath,"20828139",Steve,Hollywood,34.09914,-118.32132,Private room,"75","1","0"
"4280059",Walk of Fame Hollywood Modern Comfort Loft,"12845132",Elie,Hollywood,34.10094,-118.34367,Entire home/apt,"133","1","39"
"4285052",Hollywood prime location,"21604444",Diogo,Hollywood,34.10385,-118.33267,Entire home/apt,"105","2","364"
"4286567",Classic Hollywood Apartment,"19298557",Ethan,Hollywood,34.09389,-118.33804,Entire home/apt,"99","30","354"
"4325638",Sleek 2+2 in Hollywood,"16672866",Carlos,Hollywood,34.10004,-118.34606,Entire home/apt,"550","14","365"
"4353236",Hollywood Courtyard Bungalow,"9843837",Michael,Hollywood,34.09356,-118.33901,Entire home/apt,"98","3","232"
"4379093","Luxury, Top Floor, 2/2 in Hollywood","22737172",Douglas,Hollywood,34.0874,-118.33216,Entire home/apt,"175","3","0"
"4440333","Charming, Cozy Studio","17007338",Lisa,Hollywood,34.0842,-118.33188,Private room,"80","10","0"
"4455320",Gated Hollywood Pool Villa,"23118355",Ashton,Hollywood,34.08435,-118.34179,Entire home/apt,"450","4","349"
"4502159",Luxury Studio on the Walk Of Fame ,"12812392",Amazing,Hollywood,34.10125,-118.33564,Entire home/apt,"119","1","361"
"4558227",Hollywood Getaway Private Bedroom,"23630382",Brandon,Hollywood,34.08533,-118.33205,Private room,"54","2","111"
"4579221",Live the Golden Age of Hollywood! #2,"23737132",Tony,Hollywood,34.10205,-118.34448,Entire home/apt,"116","30","348"
"4579250",Live the Golden Age of Hollywood! #7,"23737132",Tony,Hollywood,34.10145,-118.34468,Entire home/apt,"102","31","365"
"4583488",1 bed in the heart of Hollywood,"10851158",Daniel,Hollywood,34.09906,-118.34713,Entire home/apt,"110","2","0"
"4593604",Live the Golden Age of Hollywood! #1,"23737132",Tony,Hollywood,34.10156,-118.34511,Entire home/apt,"116","31","349"
"4594280",Live the Golden Age of Hollywood! #5,"23737132",Tony,Hollywood,34.10304,-118.34517,Entire home/apt,"97","31","364"
"4594688",Live the Golden Age of Hollywood! #8,"23737132",Tony,Hollywood,34.10149,-118.34381,Entire home/apt,"98","31","365"
"4606691",Live the Golden Age of Hollywood! #3,"23737132",Tony,Hollywood,34.10176,-118.34354,Entire home/apt,"100","31","365"
"4613691",Cozy One Bedroom...Feel at Home!,"3383288",Lynzee,Hollywood,34.08815,-118.3226,Entire home/apt,"65","2","0"
"4614406",Stay in the Heart of Hollywood,"20450485",Marco,Hollywood,34.10118,-118.33874,Entire home/apt,"200","3","338"
"4624395",Private Studio w/ Parking & Bathroom.,"17089811",Christopher,Hollywood,34.10484,-118.31372,Entire home/apt,"69","20","238"
"4624592",Magic Hollywood Blvd with Pool,"3575638",Sasha,Hollywood,34.10184,-118.34719,Entire home/apt,"130","1","339"
"4631412",Hollywood Bungalow w/Yard ,"19298557",Ethan,Hollywood,34.09657,-118.3369,Entire home/apt,"99","30","362"
"4702073",Entire HOLLYWOOD apt Dec 11  Jan 14,"13166214",Jorge,Hollywood,34.10389,-118.34035,Entire home/apt,"75","7","0"
"4708662",Live the Golden Age of Hollywood! #6,"23737132",Tony,Hollywood,34.10223,-118.34504,Entire home/apt,"116","31","365"
"4708904",Visit Hollywood Boulevard from an Art Deco Retreat,"23737132",Tony,Hollywood,34.10371,-118.34411,Entire home/apt,"113","31","345"
"4730678",Hollywood's Boulevard of Stars 2BR/2BA Suite,"17981722",Doing Right Rentals,Hollywood,34.09886,-118.32714,Entire home/apt,"243","1","0"
"4744781",Hollywood's Hidden Gem,"24489820",Jacquelyn,Hollywood,34.1039,-118.31303,Private room,"49","2","97"
"4769578",Hollywood studio apt with 2 beds!!!,"12658759",Alejandro,Hollywood,34.09375,-118.32374,Entire home/apt,"104","1","4"
"4792254",Hollywood Apartment,"24698673",Holly,Hollywood,34.10136,-118.35171,Private room,"300","1","0"
"4795828",HOLLYWOOD Heart of LA! Santa Monica and the Beach!,"23717184",Marcia,Hollywood,34.09212,-118.33242,Entire home/apt,"109","7","225"
