id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,availability_365
"300476",Coolest Bedroom 2 Miles To The Sea,"1547695",Nelson,Venice,34.00029,-118.46221,Private room,"79","2","299"
"321599",THE MARINA BEACH BUNGALOWS,"1111042",Thomasina,Venice,33.979,-118.46277,Entire home/apt,"165","2","29"
"321987","Tracy's Angel room*
Feel the Magic","1648958",Tracy,Venice,33.98888,-118.45754,Private room,"83","1","347"
"323997",Creative Bright Venice Beach Oasis,"1658507",Christina & Alex,Venice,33.99249,-118.46976,Entire home/apt,"185","5","55"
"334365","Tracy’s TreeHouseVenice* 
Feel Enchanted&Magical","1648958",Tracy,Venice,33.99119,-118.46153,Entire home/apt,"333","1","351"
"334366","Tracy's Nest*
Feel the Love&Magic","1648958",Tracy,Venice,33.99118,-118.46096,Entire home/apt,"123","1","327"
"337960",Venice 1bedrm hottub walk to beach,"1717283",Jodi,Venice,33.9982,-118.46744,Entire home/apt,"165","4","121"
"356631",Venice Beach Boardwalk house!,"1804997",Mario,Venice,33.98618,-118.46975,Entire home/apt,"450","3","23"
"371373",Ocean view Cottage with bikes & garage parking,"1870500",Stefan,Venice,33.99138,-118.47777,Entire home/apt,"319","3","0"
"394116",WALK to BEACH-10mins! FREE-BREAKFAST+Prk+WiFi- RM1,"1970250",Lisa + Joe,Venice,33.98206,-118.46328,Private room,"112","2","99"
"402182",Venice Canals Bungalow Retreat,"2007566",M.,Venice,33.98438,-118.46661,Entire home/apt,"275","2","250"
"406673",Venice Beach Haus,"2026177",Claudia,Venice,33.99564,-118.46049,Entire home/apt,"240","3","320"
"416904",The Secret Venice Garden Guest House,"2073482",Ward,Venice,33.99611,-118.4459,Entire home/apt,"119","1","24"
"418198",STUNNING BEACH COTTAGE,"2079351",Amanda,Venice,34.00197,-118.46703,Entire home/apt,"375","90","362"
"422037","Sweet, Quirky & Artistic Venice Cottage","2099007",Eva,Venice,33.9881,-118.45547,Entire home/apt,"150","61","0"
"423154",The Little Venice Garden Guest House,"2073482",Ward,Venice,33.99609,-118.44727,Entire home/apt,"89","1","41"
"424928",Beach apartment by Rose & Main,"2111094",Diane,Venice,33.99801,-118.47677,Entire home/apt,"150","30","288"
"427842",2 Venice beach Apartment,"261676",Rhoda,Venice,33.98946,-118.47366,Entire home/apt,"135","2","285"
"427843",3 Venice Apartment short walk to the sand!,"261676",Rhoda,Venice,33.98879,-118.47531,Entire home/apt,"135","2","356"
"435908",Enchanting Artist's Guest House,"671184",Simon & Darla,Venice,33.99144,-118.46773,Entire home/apt,"160","2","13"
"449633",Rose Avenue 2 Story Home,"1877782",Luke And Chloe,Venice,34.00024,-118.4721,Entire home/apt,"100","3","135"
"453527","The Common Studio, Venice Beach, CA","1037820",The Common House,Venice,34.00333,-118.46667,Entire home/apt,"128","3","0"
"469951",Enjoy My Comfortable Venice Home!!!,"2331738",Emmett,Venice,33.9904,-118.45684,Entire home/apt,"325","30","341"
"472748",❤️Walk to Beach from Peaceful Oasis w Chef Kitchen,"2344764",Kevin,Venice,33.98861,-118.46686,Entire home/apt,"179","3","200"
"474168",DESIGNER STUDIO OFF ABBOTT KINNEY with bikes,"754641",Jeff,Venice,33.99289,-118.47109,Entire home/apt,"140","1","76"
"479357",Beautiful OCEAN FRONT BEACH condo!,"2374621",Lena,Venice,33.97386,-118.46271,Entire home/apt,"249","2","152"
"483277",Venice Bungalow 1/4 block to beach - bikes+parking,"2392308",Molly,Venice,33.98981,-118.47627,Entire home/apt,"199","2","256"
"483717",AK Bungalow North - VENICE BEACH,"1014610",Case,Venice,33.98961,-118.46949,Entire home/apt,"350","7","365"
"487536",Artist Loft Living-Heart of Venice,"2412576",Isabelle,Venice,33.99142,-118.47162,Entire home/apt,"98","5","0"
"495207",Arty Venice compound w/huge yard,"2154178",Dawn,Venice,33.98817,-118.4634,Entire home/apt,"350","3","348"
"496395",Fun House with Gorgeous Backyard,"2279744",Sarah,Venice,34.00447,-118.45228,Private room,"75","4","363"
"498014",Great Room with Private Bath in VENICE +FREE BIKE,"2458647",Mark,Venice,33.99848,-118.46571,Private room,"81","3","75"
"506088","Sweet, Cozy, Family Home in Venice","1928443",Julie,Venice,33.9957,-118.45522,Entire home/apt,"375","2","76"
"506230","Modern Beach Beauty (Venice, CA)","2495456",David,Venice,33.98026,-118.46772,Entire home/apt,"439","2","0"
"510381",Venice Landmark Steps to the Beach,"1544831",Anton,Venice,33.98812,-118.47375,Entire home/apt,"230","6","0"
"513635","Modern Zen Beach Cottage Venice, CA","49343",Kyra Anastasia,Venice,33.9891,-118.45211,Entire home/apt,"199","2","256"
"521222",Venice Bungalow,"411877",Alice,Venice,33.99749,-118.47239,Entire home/apt,"169","4","15"
"524134","Master w/King & Private Bath, Patio/Sofa | VENICE","2458647",Mark,Venice,33.99838,-118.46607,Private room,"120","2","88"
"526012",Walk to Abbot Kinney from a Quiet Guesthouse,"2566215",Jo-Ann,Venice,33.99322,-118.46362,Entire home/apt,"240","2","316"
"532828",Pacific Palisades Beach house,"2466060",Laura,Venice,33.99452,-118.47034,Private room,"120","1","0"
"535264",Right at the Beach with Parking!,"2629962",Beach Living,Venice,33.99056,-118.47554,Entire home/apt,"120","1","338"
"535641",Art Couch in the Heart of Venice,"1320246",Sunny,Venice,33.98526,-118.46952,Shared room,"62","2","0"
"540472",Idyllic Bungalow in Heart of Venice,"2656306",Denis,Venice,33.99068,-118.46627,Entire home/apt,"160","3","0"
"542016",Venice Garden Paradise Private Room,"2665108",Angela,Venice,33.99558,-118.45436,Private room,"89","2","315"
"549142",The Ella House in Venice Beach,"1037820",The Common House,Venice,33.99537,-118.44725,Entire home/apt,"245","3","19"
"561579","Tracy's StarryNight*
Feel Enchanted&Romantic","1648958",Tracy,Venice,33.99079,-118.45972,Private room,"108","1","339"
"562254","Venice Beach Apt with patio, parking and AC","2765007",Gerald,Venice,33.98077,-118.46837,Entire home/apt,"199","3","152"
"562348",Marina del Rey 3 Bdrm Beach House 3,"2765569",Steven & Judy,Venice,33.97733,-118.46146,Entire home/apt,"320","31","263"
"564102",Private GARDEN BUNGALOW GUEST HOUSE,"1568466",Julie AND Lautner,Venice,34.00435,-118.46625,Entire home/apt,"109","3","344"
"565836",1911 VENICE BEACH HOUSE W/GARDEN,"2782528",Stanley,Venice,33.992,-118.46698,Entire home/apt,"295","6","364"
"565873",Cruise in Our Boats at This Charming Canal Front Cottage,"2782737",Carol,Venice,33.9844,-118.46921,Entire home/apt,"349","2","247"
"571452",Beautiful Space Btwn Abbot Kinney & Venice Beach,"2812493",Emma,Venice,33.98996,-118.47186,Entire home/apt,"200","30","17"
"579927",Spacious DESIGNER HOUSE in heart of Venice Beach,"2852812",Elena,Venice,33.97985,-118.46665,Entire home/apt,"610","2","48"
"598732",Villa Luna Venice ~ Beach Home,"2960517",Jill,Venice,33.99999,-118.47186,Entire home/apt,"260","1","281"
"601049",The Opposite House in Venice Beach,"1037820",The Common House,Venice,33.99442,-118.44842,Entire home/apt,"189","3","29"
"602739",Best Location!!! Ab Kin and Beach!!,"2982798",Jessica,Venice,33.9936,-118.46818,Entire home/apt,"226","3","346"
"606666",Enjoy Venice in stylish bungalow,"3005475",Tommy,Venice,33.99356,-118.45579,Entire home/apt,"125","3","87"
"624301",Venice Beach LOVE- Heart & Soul,"3097464",Merrilee,Venice,33.99325,-118.47125,Private room,"150","15","365"
"642233",Venice Beach Home w/ Rooftop Deck,"2960426",Jordan Miles,Venice,33.99589,-118.46628,Entire home/apt,"250","2","333"
"649822",Zen Venice Beach Oasis-Live Like a Local a Block to the Sand,"7978870",Andy & Aaron,Venice,33.97893,-118.46473,Entire home/apt,"350","5","110"
"655346",Bohemian Loft with rooftop deck @ 21 Palms,"3298629",Perry,Venice,33.9935,-118.46609,Entire home/apt,"231","2","45"
"668111",Walk to Venice Shops from an Eclectic Home,"3381181",Craig,Venice,33.99822,-118.47738,Entire home/apt,"210","1","85"
"692712","Venice Sunset 3BDR,  Steps to Beach","2101623",Buz,Venice,33.99287,-118.47786,Entire home/apt,"185","1","259"
"696061",Venice Haven 1BDR  - Steps to Beach,"2101623",Buz,Venice,33.99318,-118.47772,Entire home/apt,"105","1","238"
"696078",Venice Beach 2BDR - Steps to Sand!,"2101623",Buz,Venice,33.99255,-118.47822,Entire home/apt,"150","1","188"
"699594",Architectural 6bd 4 ba-6 blks beach,"3485266",Kathryn,Venice,33.9824,-118.46224,Entire home/apt,"675","2","1"
"707712",Charming Venice Beach Bungalow,"3638301",Ali,Venice,33.9861,-118.46208,Entire home/apt,"157","7","255"
"708726",New Modern Bright Venice Beach Loft,"3645619",Stephanie,Venice,33.98387,-118.46122,Entire home/apt,"145","3","363"
"716258",Awesome Venice beach house,"3691177",Bridget,Venice,33.98541,-118.47258,Entire home/apt,"340","3","361"
"722233",Walk to the Beach from a Mellow Apartment in Marina Del Rey,"2765569",Steven & Judy,Venice,33.97647,-118.46212,Entire home/apt,"300","31","340"
"723628",Steps to Beach and Venice Boardwalk,"1261812",Janin,Venice,33.99364,-118.47743,Entire home/apt,"225","1","44"
"731133","Cozy, Quiet Venice Abbot Kinney Oasis at the Beach","3803570",Chris,Venice,33.99092,-118.47377,Private room,"49","30","364"
"731333",2 bd 2 bath Venice Beach House ,"3762008",Brad,Venice,33.99059,-118.44989,Entire home/apt,"250","3","312"
"732734",The Perfect Venice Beach Bungalow,"3815845",Zach,Venice,33.99523,-118.48075,Entire home/apt,"100","4","0"
"733051",Venice Beach Modern Guest House,"1859281",Adee & Itay,Venice,34.00081,-118.46528,Entire home/apt,"160","30","317"
"733222",Marina del Rey Bch 4 Bdrm Pnthous 0,"2765569",Steven & Judy,Venice,33.97648,-118.46284,Entire home/apt,"490","31","365"
"734823",Marina del Rey Beach Jr 1 Bdrm 3,"2765569",Steven & Judy,Venice,33.97594,-118.46259,Entire home/apt,"108","31","288"
"737112",1 Spacious private Suite Venice Central,"3543207",Jessica,Venice,33.99711,-118.46851,Private room,"75","2","290"
"742791",Marina Del Rey Beach 3 Bedroom 7,"2765569",Steven & Judy,Venice,33.97748,-118.46293,Entire home/apt,"320","31","295"
"746876",Marina del Rey Bch 4 Bdrm Pnthous 3,"2765569",Steven & Judy,Venice,33.97573,-118.46099,Entire home/apt,"430","31","104"
"752388",Quiet/Cozy Venice Beach - 1 BDR APT,"3655118",Joe & Judy,Venice,33.98166,-118.4698,Entire home/apt,"125","3","260"
"755774",Marina del Rey Bch 4 Bdrm Pnthous 5,"2765569",Steven & Judy,Venice,33.97733,-118.46132,Entire home/apt,"374","31","348"
"755853",Luxury in Marina Del Rey/Venice,"2309232",Nate,Venice,33.98516,-118.4487,Entire home/apt,"138","30","163"
"759229",Bright and cozy apt in Venice Beach,"2823642",Clada,Venice,33.99569,-118.46412,Entire home/apt,"85","1","309"
"760563","A Sunny Home in Venice, CA","4009277",Stacy,Venice,34.0045,-118.46052,Entire home/apt,"95","5","0"
"763336",Venice Beach/Marina del Rey Studio Guesthouse,"3651372",Rosie,Venice,33.98818,-118.44992,Entire home/apt,"119","2","340"
"764074",Artistic ECO Home 1 block to Beach,"1367620",Melodie,Venice,33.99339,-118.47531,Entire home/apt,"275","30","365"
"764088",ECO HealthyHome 1 block to Beach,"1367620",Melodie,Venice,33.99161,-118.47485,Private room,"58","2","315"
"764167",Venice Surf Van,"4028521",Mike,Venice,33.98831,-118.47452,Entire home/apt,"48","3","0"
"771640",The Cozy Venice Getaway (Guestroom),"2565306",Chance & Mariana,Venice,33.99415,-118.47284,Private room,"85","3","42"
"775094",WALK to BEACH-10mins! FREE-BREAKFAST+Prk+WiFi- RM2,"1970250",Lisa + Joe,Venice,33.98218,-118.46298,Private room,"115","2","0"
"776948",Soothing Family Getaway on the Marina del Rey Peninsula,"2765569",Steven & Judy,Venice,33.97584,-118.46309,Entire home/apt,"300","31","204"
"783234",Venice Beach // Marina Sanctuary,"2079258",Honeybee,Venice,33.97456,-118.45983,Entire home/apt,"224","4","342"
"786044",Cute Venice House - Blocks to Beach,"329040",Leigh And Stefanie,Venice,33.9961,-118.46913,Entire home/apt,"230","2","348"
"810184","Captains Quarters, one block to BEACH, 2 Brd House","2693470",Abagail,Venice,33.98018,-118.46745,Entire home/apt,"150","2","143"
"815592",Sleeps 10! 150 Steps to the BEACH!,"2849545",Thea,Venice,33.98474,-118.47054,Entire home/apt,"295","1","0"
"815879",150 Steps to the Sand!  Sleeps 6!!!,"2849545",Thea,Venice,33.98399,-118.47195,Entire home/apt,"250","1","0"
"837121",Venice beach 1/2 block to ocean!,"1261812",Janin,Venice,33.99321,-118.47583,Entire home/apt,"155","1","36"
"839019",Private Guesthouse Best Location!,"4382217",Leslie,Venice,33.98705,-118.46051,Entire home/apt,"135","3","39"
"843760","Ava's FairyGarden room & sleep loft* 
Feel Magical","1648958",Tracy,Venice,33.99301,-118.46155,Private room,"96","1","352"
"849957",Venice Beach apt. 8/3-8/9,"4079526",Regina,Venice,33.98932,-118.47116,Entire home/apt,"125","4","0"
"855135",Beach Bungalow-Steps to the Sand!,"2693470",Abagail,Venice,33.97971,-118.46488,Entire home/apt,"129","2","240"
"863196",BEACHFRONT PARADISE + SURFBOARDS & BIKES!,"4508488",Aunt Betty,Venice,33.97678,-118.46473,Private room,"160","2","122"
"869573","Beachside Penthouse: Hot Tub + Parking, Sleeps 11","2693470",Abagail,Venice,33.97762,-118.46492,Entire home/apt,"500","2","212"
"881161",OCEANFRONT SUITE +PRIVATE BALCONY ON THE SAND!,"4508488",Aunt Betty,Venice,33.97657,-118.464,Private room,"165","2","0"
"882530",Venice Beach House Retreat Steps from the Sand,"4941435",Lisa,Venice,33.98072,-118.46699,Entire home/apt,"700","3","308"
"891912",Venice Beach Bungalow near Beach. Hot Tub+Parking,"2693470",Abagail,Venice,33.98053,-118.46515,Entire home/apt,"200","2","161"
"893786",Bike to the Beach from Relaxed Apartment with BBQ Patio,"2344764",Kevin,Venice,33.98952,-118.46772,Entire home/apt,"209","3","0"
"898680",Walk to Venice Beach from a Designer Home,"1261812",Janin,Venice,33.99141,-118.47744,Entire home/apt,"225","1","31"
"910713",Bright Beach Bungalow/Abbot Kinney,"4886164",Jenna,Venice,33.98892,-118.46509,Entire home/apt,"450","3","364"
"915336",Venice Garden Retreat,"4812255",Chris,Venice,33.99938,-118.45529,Entire home/apt,"115","3","27"
"917102",tiny room ECO Home 1 blk to Beach,"1367620",Melodie,Venice,33.99154,-118.47667,Private room,"58","2","317"
"920895",Marina del Rey Bch 4 Bdrm Pnthous 7,"2765569",Steven & Judy,Venice,33.97757,-118.46325,Entire home/apt,"382","31","167"
"923992",Venice Beach Bungalow w/ Parking by the beach,"2693470",Abagail,Venice,33.98104,-118.46513,Entire home/apt,"250","2","210"
"927763","Venice Beach Private Room for ""One""","639279",Tracee And Emmanuel,Venice,33.98168,-118.47085,Private room,"105","2","348"
"932354",Artfully Designed Studio Cottage in Venice,"2566215",Jo-Ann,Venice,33.99316,-118.46186,Entire home/apt,"240","2","347"
"934488",Modern Studio Loft + Roof Deck Steps from Beach,"706094",Lisa,Venice,33.98229,-118.46787,Entire home/apt,"193","2","65"
"956258",Venice Beach Walk to Everything,"1261812",Janin,Venice,33.9971,-118.47136,Entire home/apt,"185","1","0"
"956342",Walk to Venice Beach from a Mellow Apartment,"1261812",Janin,Venice,33.99713,-118.47191,Entire home/apt,"99","1","0"
"956354",Venice Beach House & Garden Steps From Beach,"5197698",Oren,Venice,33.99498,-118.47047,Entire home/apt,"200","14","274"
"958435",Architectural Masterpiece with Roof Deck,"1795029",Ray,Venice,33.98118,-118.4647,Entire home/apt,"790","1","115"
"960372",Cozy Venice Beach Surf Pad on Canal,"1458653",Lauren,Venice,33.98459,-118.46862,Entire home/apt,"175","30","180"
"981534",2 Bed/2Bath on the beach,"4075127",Kaesy,Venice,33.99366,-118.48028,Entire home/apt,"500","30","268"
"1008076",Venice beach studio: steps to beach,"3691177",Bridget,Venice,33.9872,-118.47239,Entire home/apt,"140","3","362"
"1009472",WALK to BEACH-10mins! FREE-BREAKFAST+Prk+WiFi-RM3,"1970250",Lisa + Joe,Venice,33.98175,-118.46332,Private room,"92","2","0"
"1013865",Venice Architectural Dream Suite,"2665108",Angela,Venice,33.99728,-118.45431,Private room,"79","3","260"
"1021820","ART, SPACE & BEST VENICE LOCATION","1458653",Lauren,Venice,33.98955,-118.4703,Entire home/apt,"249","3","79"
"1054981",Enjoy my Venice loft.,"2451422",Chip,Venice,33.99443,-118.46733,Entire home/apt,"400","3","0"
"1055233",Award Winning Green House/Garden,"2412576",Isabelle,Venice,33.99447,-118.46947,Entire home/apt,"550","10","365"
"1058981",Awesome Venice Beach Pad Zen Room 2,"5830921",Rini,Venice,33.99606,-118.47936,Private room,"125","1","317"
"1065682",1906 Venice Beach Charmer.,"5862257",Michael And Leah,Venice,33.9935,-118.47793,Entire home/apt,"200","7","136"
"1074732",Relax in a Unique Apartment in Venice,"3381181",Craig,Venice,33.99809,-118.47598,Entire home/apt,"199","1","34"
"1089331",Marina del Rey Beach Jr 1 Bdrm 0,"2765569",Steven & Judy,Venice,33.97625,-118.46323,Entire home/apt,"109","31","338"
"1090649",Great Modern Venice Beach House,"662129",Verena,Venice,33.99579,-118.45092,Entire home/apt,"290","3","62"
"1095051",Venice Beach/Marina 2bd Condo,"3191837",Masha,Venice,33.98921,-118.45487,Entire home/apt,"177","90","336"
"1099673",✽ Fantastic Loft Share in Venice ✽,"2937059",Marilyn,Venice,33.99414,-118.47479,Private room,"85","3","317"
"1109439",Bright Updated Venice Beach House,"329040",Leigh And Stefanie,Venice,33.99644,-118.46777,Entire home/apt,"230","2","319"
"1110762","Comfortable, Modern House with Chef's Kitchen","6096905",Kevin,Venice,33.98824,-118.46126,Entire home/apt,"429","2","198"
"1112589",cottage in the heart of Venice BCH.,"6015007",Tony,Venice,33.99834,-118.47302,Entire home/apt,"110","1","308"
"1115108",Private modern Venice Beach Cottage,"6097452",Angelika,Venice,34.00209,-118.45378,Entire home/apt,"150","30","287"
"1117795",Great Modern Home near Venice Beach,"4406455",Jay,Venice,34.00061,-118.45242,Entire home/apt,"600","6","296"
"1124841",Ocean Front Architectural Loft,"1307958",Tali,Venice,33.98971,-118.47788,Entire home/apt,"750","4","363"
"1126626",3BD / 2BA ABBOT KINNEY home 15 min walk to BEACH!,"3525910",Claire,Venice,33.98832,-118.46076,Entire home/apt,"525","4","0"
"1141298",Luxury 1 Bedroom Unit-Walk to Beach -Baby Friendly,"6258733",Ray,Venice,33.97916,-118.46429,Entire home/apt,"179","3","277"
"1156828",2Bdr house Venice w serene garden,"5690596",Dee,Venice,34.00011,-118.4654,Entire home/apt,"249","2","73"
"1159836",Venice Cottage 3 Blocks to Beach by Abbott Kinney,"2693470",Abagail,Venice,33.98838,-118.46557,Entire home/apt,"125","2","195"
"1209339",Modern Zen Venice Beach Retreat,"2375457",Mike,Venice,33.99755,-118.45405,Entire home/apt,"139","3","0"
"1212226",Venice Beach Studio in Great Area,"6617962",Lisa,Venice,34.00487,-118.45885,Entire home/apt,"92","2","264"
"1213127",Hip Tree-Top Spacious Venice Loft!,"4983491",Cynthia & Gustavo,Venice,34.00097,-118.45035,Entire home/apt,"96","3","345"
"1217659","Guest Suite in 1906 Venice Beach House, Perfect Location to Explore","6644489",Harry And Russ,Venice,33.98894,-118.46566,Private room,"100","2","287"
"1243725",Venice Beach House Retreat Ocean Views,"4941435",Lisa,Venice,33.98062,-118.46786,Entire home/apt,"650","3","149"
"1246134","BEAUTIFUL 5 star BEDROOM, PRIVATE Bath+BIKE VENICE","2458647",Mark,Venice,34.0001,-118.46458,Private room,"88","2","89"
"1246863",Venice Designer Home,"6794483",,Venice,34.00154,-118.45119,Entire home/apt,"350","7","256"
"1253233",Venice Beach Home - Best Location,"4382217",Leslie,Venice,33.98707,-118.46188,Entire home/apt,"210","4","15"
"1292476",Charming Craftsman with Outdoor Shower,"7027622",Susan & Kevin,Venice,33.99698,-118.45193,Entire home/apt,"169","2","130"
"1294678",Family Paradise in Venice Beach,"7039450",Peter And Marisa,Venice,33.99615,-118.45781,Entire home/apt,"650","2","364"
"1301177",Hip modern luxury in Venice,"4993206",Ben,Venice,33.99969,-118.46237,Entire home/apt,"600","3","0"
"1301596",Luxe private Venice Beach cottage,"4993206",Ben,Venice,33.99456,-118.45866,Entire home/apt,"139","3","307"
"1305989",Beach bungalow -private room Venice,"4106951",Nicole,Venice,33.99933,-118.46732,Private room,"125","2","363"
"1311010",DESIGNER SPANISH HOUSE- 2 BEDRM/2 BATH,"1568466",Julie AND Lautner,Venice,34.00329,-118.46655,Entire home/apt,"250","3","187"
"1312673",Ultra Modern Eco-Chic Cottage,"5381136",Sammy,Venice,33.99187,-118.46685,Entire home/apt,"285","3","351"
"1313173",Adorable Private Room,"7135995",Jennifer,Venice,33.99048,-118.45423,Private room,"85","3","358"
"1317166",The Mountain Beach House Suite,"7155111",Dorothy,Venice,33.98021,-118.46598,Private room,"160","3","269"
"1332728","Spacious, Modern Apartment with Panoramic Views","5272549",Jason,Venice,33.98602,-118.45345,Entire home/apt,"250","30","191"
"1336082",Venice Garden Studio Apt. & Bikes,"7245047",Marco,Venice,33.99043,-118.45468,Entire home/apt,"113","5","44"
"1339337",Venice Beach - Rose Ave. Steps Away,"7262356",Michelle,Venice,33.99929,-118.47335,Private room,"59","3","0"
"1346925",Beautiful house in Venice Beach,"3901812",Jens,Venice,34.00569,-118.4594,Entire home/apt,"199","6","0"
"1356309","1 BLOCK off Venice Beach, CLEAN, QUIET, COZY","7362470",Andrew,Venice,33.99164,-118.47569,Entire home/apt,"119","2","309"
"1356645","Tracy's Loft upIn the Clouds*
Feel Bliss","1648958",Tracy,Venice,33.99596,-118.45925,Private room,"83","1","352"
"1365536",Bright & Spacious Venice Perch,"3607908",Kirk,Venice,33.98728,-118.45504,Entire home/apt,"249","1","257"
"1393795",Unwind at your Charming Surfer's Beach Bungalow,"1534512",Amy,Venice,33.99546,-118.47967,Entire home/apt,"475","2","50"
"1407815","Bright, beautiful,bikes! Cool loft!","7580505",Chris,Venice,33.99176,-118.45997,Entire home/apt,"120","3","253"
"1409099",Heaven at the Beach+500sf oceandeck,"7599550",Donald,Venice,33.98294,-118.47117,Entire home/apt,"184","3","332"
